ClientID,ClientStatus,Company,YearsAsCustomer
CLI-29790,Gold,Initech,18
CLI-29791,Silver,Wayne Enterprises,19
CLI-29796,Silver,Umbrella,14
CLI-29799,Gold,Stark Industries,9
CLI-29800,Gold,Initech,16
CLI-29801,Platinum,Tyrell Corp,8
CLI-29802,Gold,Soylent Corp,12
CLI-29807,Gold,Globex,15
CLI-29808,Platinum,Wonka Inc.,18
CLI-29809,Platinum,Soylent Corp,18
CLI-29810,Silver,Stark Industries,12
CLI-29812,Gold,Soylent Corp,18
CLI-29815,Gold,Stark Industries,2
CLI-29816,Gold,Tyrell Corp,6
CLI-29817,Platinum,Umbrella,6
CLI-29818,Silver,Cyberdyne,10
CLI-29819,Gold,Globex,20
CLI-29820,Silver,Globex,16
CLI-29821,Gold,AcmeCorp,11
CLI-29822,Silver,Initech,5
CLI-29825,Platinum,Globex,13
CLI-29826,Silver,Cyberdyne,9
CLI-29828,Platinum,Stark Industries,9
CLI-29829,Gold,Wayne Enterprises,17
CLI-29831,Gold,Stark Industries,4
CLI-29832,Platinum,Globex,16
CLI-29837,Silver,Wonka Inc.,18
CLI-29839,Platinum,Massive Dynamic,1
CLI-29842,Silver,Umbrella,20
CLI-29844,Platinum,Tyrell Corp,1
CLI-29845,Silver,Umbrella,16
CLI-29847,Platinum,Globex,2
CLI-29851,Silver,Cyberdyne,9
CLI-29852,Platinum,AcmeCorp,20
CLI-29854,Platinum,Initech,13
CLI-29855,Silver,Massive Dynamic,6
CLI-29856,Silver,Massive Dynamic,17
CLI-29857,Platinum,AcmeCorp,12
CLI-29858,Silver,AcmeCorp,9
CLI-29860,Silver,Stark Industries,13
CLI-29862,Silver,Soylent Corp,8
CLI-29865,Silver,Soylent Corp,9
CLI-29866,Platinum,Stark Industries,1
CLI-29867,Platinum,Soylent Corp,10
CLI-29871,Gold,Stark Industries,1
CLI-29872,Gold,Massive Dynamic,17
CLI-29873,Silver,Tyrell Corp,11
CLI-29875,Gold,Cyberdyne,12
CLI-29876,Platinum,Soylent Corp,6
CLI-29877,Gold,Wayne Enterprises,2
CLI-29883,Silver,AcmeCorp,4
CLI-29884,Silver,Umbrella,3
CLI-29885,Platinum,Initech,12
CLI-29887,Silver,Soylent Corp,18
CLI-29890,Silver,Cyberdyne,20
CLI-29891,Platinum,Globex,20
CLI-29892,Platinum,Wonka Inc.,20
CLI-29893,Silver,Wonka Inc.,6
CLI-29894,Platinum,Umbrella,10
CLI-29897,Platinum,Umbrella,14
CLI-29898,Gold,Soylent Corp,6
CLI-29901,Platinum,Umbrella,17
CLI-29903,Platinum,Soylent Corp,5
CLI-29904,Silver,Tyrell Corp,2
CLI-29907,Platinum,Wonka Inc.,20
CLI-29912,Gold,Soylent Corp,15
CLI-29913,Gold,Soylent Corp,7
CLI-29916,Platinum,Wayne Enterprises,4
CLI-29917,Silver,Wayne Enterprises,15
CLI-29918,Gold,Globex,16
CLI-29919,Silver,Massive Dynamic,13
CLI-29920,Platinum,Stark Industries,5
CLI-29922,Silver,Cyberdyne,18
CLI-29924,Silver,Tyrell Corp,14
CLI-29925,Silver,Wayne Enterprises,2
CLI-29926,Gold,Soylent Corp,7
CLI-29927,Silver,Initech,18
CLI-29928,Platinum,Initech,18
CLI-29929,Platinum,AcmeCorp,19
CLI-29931,Platinum,Soylent Corp,17
CLI-29932,Platinum,Wonka Inc.,17
CLI-29934,Silver,Massive Dynamic,5
CLI-29938,Gold,Soylent Corp,7
CLI-29939,Platinum,Soylent Corp,14
CLI-29940,Gold,Tyrell Corp,9
CLI-29943,Gold,Globex,1
CLI-29944,Silver,AcmeCorp,19
CLI-29945,Silver,Tyrell Corp,1
CLI-29946,Platinum,Cyberdyne,18
CLI-29948,Platinum,Soylent Corp,17
CLI-29951,Gold,Cyberdyne,18
CLI-29953,Platinum,Umbrella,8
CLI-29954,Gold,Wonka Inc.,2
CLI-29956,Silver,Cyberdyne,6
CLI-29957,Silver,Stark Industries,6
CLI-29958,Platinum,Wayne Enterprises,4
CLI-29960,Platinum,Tyrell Corp,14
CLI-29961,Gold,Soylent Corp,7
CLI-29962,Silver,AcmeCorp,12
CLI-29963,Platinum,Umbrella,1
CLI-29964,Gold,Umbrella,17
CLI-29965,Gold,Globex,10
CLI-29966,Platinum,Initech,8
CLI-29967,Platinum,Globex,8
CLI-29971,Platinum,Massive Dynamic,12
CLI-29972,Silver,Stark Industries,8
CLI-29974,Silver,Stark Industries,17
CLI-29975,Silver,Cyberdyne,18
CLI-29977,Gold,Globex,17
CLI-29978,Platinum,Stark Industries,6
CLI-29980,Platinum,Globex,11
CLI-29982,Silver,Umbrella,20
CLI-29984,Gold,AcmeCorp,17
CLI-29985,Silver,Initech,19
CLI-29986,Gold,Cyberdyne,19
CLI-29987,Platinum,Globex,12
CLI-29988,Silver,Stark Industries,16
CLI-29990,Gold,Wayne Enterprises,16
CLI-29995,Silver,Umbrella,13
CLI-29996,Silver,Cyberdyne,3
CLI-29997,Silver,Massive Dynamic,1
CLI-29998,Silver,Massive Dynamic,13
CLI-30001,Gold,Tyrell Corp,18
CLI-30003,Platinum,Globex,11
CLI-30005,Gold,Umbrella,6
CLI-30006,Gold,Massive Dynamic,20
CLI-30008,Gold,Umbrella,18
CLI-30013,Silver,AcmeCorp,13
CLI-30014,Gold,Massive Dynamic,13
CLI-30015,Silver,Massive Dynamic,19
CLI-30016,Silver,Soylent Corp,1
CLI-30018,Silver,Stark Industries,7
CLI-30021,Silver,AcmeCorp,18
CLI-30023,Gold,Tyrell Corp,13
CLI-30024,Gold,Stark Industries,8
CLI-30025,Silver,Cyberdyne,11
CLI-30028,Gold,Initech,17
CLI-30029,Silver,Soylent Corp,10
CLI-30031,Silver,Cyberdyne,4
CLI-30032,Platinum,Soylent Corp,5
CLI-30034,Silver,Umbrella,16
CLI-30039,Platinum,Stark Industries,20
CLI-30040,Platinum,Tyrell Corp,18
CLI-29737,Silver,Globex,18
CLI-29759,Platinum,Wonka Inc.,5
CLI-29841,Silver,Tyrell Corp,16
CLI-29900,Platinum,Umbrella,9
CLI-29976,Silver,Cyberdyne,3
CLI-30019,Silver,Stark Industries,6
CLI-30022,Silver,Soylent Corp,10
CLI-30037,Platinum,Wonka Inc.,2
CLI-29645,Platinum,AcmeCorp,2
CLI-29704,Gold,Wayne Enterprises,7
CLI-29762,Platinum,Wonka Inc.,9
CLI-29823,Silver,Wayne Enterprises,14
CLI-29870,Gold,Tyrell Corp,8
CLI-29994,Gold,Massive Dynamic,16
CLI-30000,Gold,Tyrell Corp,16
CLI-30036,Platinum,Globex,3
CLI-29756,Silver,Soylent Corp,6
CLI-29770,Silver,Umbrella,11
CLI-29838,Gold,Tyrell Corp,11
CLI-29840,Platinum,Cyberdyne,6
CLI-29910,Silver,AcmeCorp,18
CLI-29941,Silver,Massive Dynamic,13
CLI-29968,Silver,AcmeCorp,7
CLI-30030,Gold,Globex,15
CLI-27940,Platinum,Soylent Corp,11
CLI-27942,Gold,Wayne Enterprises,6
CLI-27954,Platinum,Massive Dynamic,4
CLI-29735,Gold,Umbrella,16
CLI-29768,Silver,AcmeCorp,16
CLI-29930,Silver,Wayne Enterprises,18
CLI-29999,Platinum,AcmeCorp,5
CLI-30026,Silver,Umbrella,18
CLI-29824,Platinum,Umbrella,1
CLI-29863,Gold,Tyrell Corp,4
CLI-29868,Silver,Wayne Enterprises,10
CLI-29886,Silver,Wayne Enterprises,11
CLI-29921,Platinum,Wonka Inc.,6
CLI-29991,Silver,Massive Dynamic,4
CLI-29992,Silver,Wayne Enterprises,4
CLI-30002,Gold,Soylent Corp,1
CLI-27897,Silver,Massive Dynamic,1
CLI-29617,Gold,Umbrella,3
CLI-29678,Gold,Wayne Enterprises,20
CLI-29690,Gold,Wonka Inc.,7
CLI-29733,Platinum,Umbrella,16
CLI-29742,Silver,AcmeCorp,16
CLI-29874,Gold,Initech,1
CLI-29937,Gold,Massive Dynamic,13
CLI-29666,Platinum,Cyberdyne,2
CLI-29700,Gold,Cyberdyne,12
CLI-29711,Gold,Globex,12
CLI-29767,Silver,Wayne Enterprises,11
CLI-29783,Platinum,Massive Dynamic,10
CLI-29827,Gold,Umbrella,1
CLI-29914,Platinum,Soylent Corp,14
CLI-29915,Silver,Massive Dynamic,2
CLI-27944,Silver,Umbrella,16
CLI-27986,Gold,Tyrell Corp,11
CLI-27992,Gold,Initech,5
CLI-29715,Gold,Umbrella,1
CLI-29734,Silver,Wayne Enterprises,11
CLI-29776,Gold,Initech,1
CLI-29795,Platinum,Tyrell Corp,19
CLI-29882,Silver,AcmeCorp,14
CLI-29674,Silver,Initech,18
CLI-29684,Gold,Soylent Corp,6
CLI-29692,Silver,Cyberdyne,11
CLI-29699,Platinum,Cyberdyne,18
CLI-29707,Platinum,Umbrella,12
CLI-29813,Gold,Globex,3
CLI-29849,Platinum,Wonka Inc.,4
CLI-29864,Platinum,Wayne Enterprises,10
CLI-27878,Gold,Globex,14
CLI-27970,Silver,Stark Industries,14
CLI-27980,Silver,Wayne Enterprises,18
CLI-29633,Silver,Cyberdyne,7
CLI-29634,Platinum,Umbrella,15
CLI-29644,Gold,Umbrella,12
CLI-29668,Gold,Stark Industries,1
CLI-29705,Silver,Massive Dynamic,14
CLI-27873,Gold,Massive Dynamic,2
CLI-27874,Silver,Initech,14
CLI-27879,Platinum,Tyrell Corp,4
CLI-27880,Silver,AcmeCorp,18
CLI-27883,Silver,Initech,7
CLI-27885,Silver,Wayne Enterprises,10
CLI-27910,Silver,Massive Dynamic,6
CLI-27947,Platinum,Wonka Inc.,3
CLI-27955,Silver,Wonka Inc.,14
CLI-27994,Gold,Stark Industries,2
CLI-28002,Gold,Stark Industries,8
CLI-29754,Silver,Massive Dynamic,20
CLI-29797,Gold,Cyberdyne,18
CLI-29798,Gold,Tyrell Corp,4
CLI-29853,Silver,Wonka Inc.,3
CLI-30011,Gold,Wayne Enterprises,19
CLI-30012,Gold,Tyrell Corp,12
CLI-27964,Gold,Cyberdyne,12
CLI-27985,Platinum,Cyberdyne,12
CLI-29689,Silver,Massive Dynamic,3
CLI-29706,Platinum,Soylent Corp,3
CLI-29723,Silver,Initech,12
CLI-29751,Gold,Soylent Corp,16
CLI-29830,Silver,Soylent Corp,11
CLI-29881,Gold,Wonka Inc.,7
CLI-29905,Gold,Initech,14
CLI-30009,Gold,Tyrell Corp,3
CLI-27909,Silver,Massive Dynamic,13
CLI-27981,Gold,Stark Industries,2
CLI-27987,Platinum,Initech,16
CLI-29679,Platinum,Soylent Corp,5
CLI-29714,Silver,Umbrella,12
CLI-29722,Gold,Umbrella,17
CLI-29738,Platinum,Soylent Corp,13
CLI-29744,Gold,Soylent Corp,8
CLI-29805,Platinum,Tyrell Corp,18
CLI-29993,Platinum,AcmeCorp,16
CLI-28489,Platinum,AcmeCorp,13
CLI-28529,Platinum,Tyrell Corp,6
CLI-28552,Platinum,Wonka Inc.,15
CLI-28698,Silver,Stark Industries,13
CLI-28706,Platinum,Soylent Corp,1
CLI-28716,Silver,Massive Dynamic,17
CLI-28734,Gold,Umbrella,11
CLI-28765,Gold,Globex,4
CLI-28814,Silver,Tyrell Corp,17
CLI-28854,Silver,Soylent Corp,16
CLI-28893,Silver,Tyrell Corp,11
CLI-28900,Platinum,Globex,4
CLI-28916,Silver,Tyrell Corp,14
CLI-28941,Platinum,Tyrell Corp,2
CLI-28942,Silver,Wayne Enterprises,12
CLI-29007,Gold,Cyberdyne,5
CLI-29009,Gold,Massive Dynamic,12
CLI-29011,Silver,Umbrella,17
CLI-29019,Gold,Massive Dynamic,8
CLI-29026,Gold,Umbrella,9
CLI-29045,Platinum,Tyrell Corp,1
CLI-29077,Platinum,Tyrell Corp,1
CLI-29090,Silver,Wonka Inc.,6
CLI-29091,Platinum,Wayne Enterprises,6
CLI-29239,Silver,Soylent Corp,19
CLI-29473,Silver,Tyrell Corp,19
CLI-29475,Platinum,AcmeCorp,1
CLI-29480,Platinum,Initech,4
CLI-29481,Gold,Initech,4
CLI-29484,Gold,Wayne Enterprises,16
CLI-29487,Platinum,Wayne Enterprises,15
CLI-29505,Platinum,Massive Dynamic,17
CLI-29562,Gold,Tyrell Corp,14
CLI-29607,Gold,Initech,11
CLI-30663,Gold,AcmeCorp,20
CLI-30693,Gold,Soylent Corp,15
CLI-30952,Platinum,Wayne Enterprises,16
CLI-31381,Platinum,Wonka Inc.,18
CLI-31487,Platinum,Tyrell Corp,1
CLI-31611,Gold,Tyrell Corp,2
CLI-31613,Platinum,Cyberdyne,12
CLI-31690,Gold,Globex,9
CLI-31781,Silver,Soylent Corp,5
CLI-31782,Silver,Wayne Enterprises,10
CLI-31815,Platinum,Cyberdyne,12
CLI-31892,Platinum,Cyberdyne,4
CLI-31946,Platinum,Tyrell Corp,6
CLI-32031,Silver,Wonka Inc.,17
CLI-32243,Platinum,Soylent Corp,12
CLI-32261,Gold,Wayne Enterprises,5
CLI-32440,Gold,Soylent Corp,3
CLI-32478,Platinum,Tyrell Corp,2
CLI-32480,Silver,Massive Dynamic,15
CLI-32514,Silver,Umbrella,11
CLI-32535,Platinum,Soylent Corp,3
CLI-32744,Silver,Initech,10
CLI-32774,Gold,AcmeCorp,3
CLI-32878,Silver,Wonka Inc.,10
CLI-32900,Gold,Wonka Inc.,10
CLI-32953,Platinum,Massive Dynamic,1
CLI-33058,Platinum,Umbrella,9
CLI-33091,Silver,AcmeCorp,17
CLI-33135,Silver,AcmeCorp,7
CLI-33321,Silver,Globex,17
CLI-33470,Platinum,Tyrell Corp,7
CLI-33497,Gold,AcmeCorp,19
CLI-33535,Platinum,Globex,11
CLI-33581,Silver,Wonka Inc.,3
CLI-33601,Silver,Wayne Enterprises,2
CLI-33685,Silver,Cyberdyne,13
CLI-28461,Silver,Initech,16
CLI-28544,Gold,Cyberdyne,16
CLI-28556,Gold,Globex,4
CLI-28568,Platinum,Wayne Enterprises,16
CLI-28575,Platinum,Tyrell Corp,19
CLI-28603,Silver,AcmeCorp,7
CLI-28663,Platinum,Soylent Corp,1
CLI-28692,Silver,Initech,16
CLI-28726,Silver,Cyberdyne,14
CLI-28727,Gold,AcmeCorp,6
CLI-28729,Silver,Cyberdyne,15
CLI-28749,Silver,Soylent Corp,15
CLI-28798,Gold,Wayne Enterprises,11
CLI-28823,Silver,Stark Industries,9
CLI-28832,Platinum,Massive Dynamic,8
CLI-28878,Silver,Globex,16
CLI-28887,Gold,Globex,19
CLI-28909,Gold,Soylent Corp,17
CLI-28924,Gold,Tyrell Corp,7
CLI-28930,Silver,Initech,3
CLI-28953,Silver,Tyrell Corp,16
CLI-28971,Silver,Massive Dynamic,1
CLI-29008,Gold,Tyrell Corp,18
CLI-29112,Gold,Wonka Inc.,15
CLI-29198,Platinum,Massive Dynamic,2
CLI-29237,Silver,Cyberdyne,6
CLI-29434,Platinum,Umbrella,15
CLI-29455,Platinum,Massive Dynamic,13
CLI-29467,Platinum,AcmeCorp,13
CLI-29468,Gold,Massive Dynamic,5
CLI-29474,Platinum,Initech,6
CLI-29488,Platinum,Tyrell Corp,18
CLI-29492,Silver,Initech,17
CLI-29499,Platinum,Soylent Corp,15
CLI-29590,Gold,Soylent Corp,2
CLI-31816,Silver,Umbrella,5
CLI-28288,Gold,Umbrella,4
CLI-28293,Platinum,Wonka Inc.,2
CLI-28331,Platinum,Cyberdyne,7
CLI-28473,Silver,Wonka Inc.,17
CLI-28488,Gold,Globex,17
CLI-28519,Platinum,Stark Industries,8
CLI-28532,Platinum,Soylent Corp,12
CLI-28606,Platinum,Wonka Inc.,11
CLI-28611,Platinum,Wayne Enterprises,16
CLI-28702,Silver,AcmeCorp,18
CLI-28737,Platinum,Massive Dynamic,5
CLI-28785,Platinum,Globex,6
CLI-28801,Platinum,AcmeCorp,6
CLI-28849,Silver,Massive Dynamic,19
CLI-28902,Platinum,Wayne Enterprises,15
CLI-28933,Gold,AcmeCorp,5
CLI-29010,Platinum,Tyrell Corp,8
CLI-29119,Platinum,Wonka Inc.,20
CLI-29139,Silver,Massive Dynamic,11
CLI-29187,Silver,Wayne Enterprises,1
CLI-29218,Gold,Umbrella,15
CLI-29243,Platinum,Soylent Corp,3
CLI-29251,Silver,Cyberdyne,8
CLI-29258,Gold,Cyberdyne,16
CLI-29309,Gold,Cyberdyne,2
CLI-29324,Platinum,Cyberdyne,15
CLI-29440,Silver,Wayne Enterprises,10
CLI-29485,Silver,Stark Industries,12
CLI-29575,Platinum,Soylent Corp,7
CLI-30738,Gold,Globex,2
CLI-31053,Silver,Wonka Inc.,12
CLI-31688,Gold,AcmeCorp,16
CLI-31719,Platinum,Massive Dynamic,19
CLI-31727,Platinum,Globex,13
CLI-32024,Silver,Wayne Enterprises,10
CLI-32045,Gold,Umbrella,15
CLI-33600,Gold,Cyberdyne,20
CLI-28284,Platinum,Umbrella,18
CLI-28374,Platinum,Wayne Enterprises,6
CLI-28402,Silver,Initech,9
CLI-28408,Platinum,Cyberdyne,2
CLI-28470,Platinum,Initech,16
CLI-28516,Silver,Wayne Enterprises,2
CLI-28521,Platinum,Stark Industries,13
CLI-28528,Gold,Umbrella,8
CLI-28601,Gold,Wonka Inc.,5
CLI-28610,Platinum,AcmeCorp,5
CLI-28625,Silver,Wonka Inc.,18
CLI-28667,Gold,Wayne Enterprises,5
CLI-28676,Gold,Massive Dynamic,18
CLI-28679,Gold,Umbrella,19
CLI-28713,Silver,Initech,20
CLI-28722,Silver,Wayne Enterprises,19
CLI-28723,Gold,AcmeCorp,19
CLI-28767,Gold,Initech,3
CLI-28771,Gold,AcmeCorp,17
CLI-28803,Silver,Cyberdyne,6
CLI-28807,Gold,Soylent Corp,8
CLI-28830,Gold,Wayne Enterprises,10
CLI-28868,Gold,Tyrell Corp,5
CLI-28951,Platinum,AcmeCorp,9
CLI-28977,Silver,Wayne Enterprises,19
CLI-29017,Gold,Massive Dynamic,17
CLI-29407,Platinum,Soylent Corp,1
CLI-29416,Platinum,Massive Dynamic,3
CLI-29426,Gold,Massive Dynamic,13
CLI-29428,Platinum,Umbrella,16
CLI-29430,Gold,Massive Dynamic,14
CLI-29433,Platinum,Globex,20
CLI-29441,Gold,Tyrell Corp,2
CLI-29445,Gold,Umbrella,16
CLI-29447,Platinum,Stark Industries,5
CLI-29458,Gold,Cyberdyne,8
CLI-29464,Gold,Initech,5
CLI-29465,Platinum,AcmeCorp,7
CLI-30413,Gold,Wonka Inc.,1
CLI-30458,Gold,Globex,16
CLI-30480,Silver,Wayne Enterprises,9
CLI-30508,Platinum,Wonka Inc.,10
CLI-30529,Platinum,Wayne Enterprises,14
CLI-30584,Gold,Globex,10
CLI-30606,Silver,Initech,7
CLI-30662,Silver,Initech,20
CLI-30723,Gold,Umbrella,12
CLI-30768,Platinum,Umbrella,17
CLI-30829,Platinum,AcmeCorp,2
CLI-30875,Silver,AcmeCorp,17
CLI-30879,Gold,Massive Dynamic,20
CLI-30910,Platinum,Umbrella,9
CLI-30930,Platinum,Initech,2
CLI-30934,Platinum,Umbrella,2
CLI-30954,Silver,Cyberdyne,17
CLI-31024,Gold,Wayne Enterprises,10
CLI-31139,Platinum,Cyberdyne,19
CLI-31161,Silver,Wayne Enterprises,7
CLI-31280,Gold,Umbrella,17
CLI-31330,Silver,Wayne Enterprises,15
CLI-31419,Gold,Initech,6
CLI-31447,Gold,Tyrell Corp,15
CLI-31634,Platinum,Initech,13
CLI-31675,Gold,Tyrell Corp,14
CLI-31678,Silver,AcmeCorp,1
CLI-32073,Platinum,AcmeCorp,11
CLI-32144,Gold,Globex,13
CLI-32154,Silver,Massive Dynamic,9
CLI-32599,Gold,Stark Industries,8
CLI-32637,Gold,Cyberdyne,13
CLI-32903,Platinum,Tyrell Corp,9
CLI-33100,Gold,Soylent Corp,8
CLI-33120,Platinum,Soylent Corp,6
CLI-33138,Gold,Umbrella,11
CLI-33156,Platinum,Soylent Corp,17
CLI-33236,Platinum,Massive Dynamic,7
CLI-33286,Gold,Wonka Inc.,8
CLI-33401,Platinum,Globex,10
CLI-28438,Silver,Cyberdyne,4
CLI-28524,Platinum,Wonka Inc.,3
CLI-28741,Gold,Globex,8
CLI-28752,Gold,Cyberdyne,5
CLI-28787,Platinum,Soylent Corp,14
CLI-30566,Gold,Cyberdyne,10
CLI-30909,Platinum,Wayne Enterprises,17
CLI-30939,Platinum,Wonka Inc.,10
CLI-31050,Gold,Globex,20
CLI-31324,Platinum,Globex,19
CLI-31414,Platinum,AcmeCorp,5
CLI-31914,Gold,Soylent Corp,2
CLI-32064,Platinum,Massive Dynamic,1
CLI-32095,Gold,Globex,17
CLI-32223,Gold,Globex,18
CLI-32277,Gold,Soylent Corp,19
CLI-32389,Platinum,Massive Dynamic,6
CLI-32410,Silver,Globex,17
CLI-32448,Silver,AcmeCorp,15
CLI-32504,Silver,Umbrella,15
CLI-32587,Platinum,Massive Dynamic,17
CLI-32745,Silver,Initech,7
CLI-32847,Platinum,Globex,19
CLI-32877,Platinum,Cyberdyne,17
CLI-32885,Platinum,Umbrella,11
CLI-32913,Silver,Wonka Inc.,4
CLI-32926,Silver,Wonka Inc.,6
CLI-33016,Silver,Initech,7
CLI-33106,Platinum,Tyrell Corp,9
CLI-33427,Silver,Wayne Enterprises,4
CLI-33433,Gold,Tyrell Corp,14
CLI-33472,Platinum,Stark Industries,14
CLI-33493,Gold,Tyrell Corp,19
CLI-33509,Silver,Massive Dynamic,16
CLI-33533,Platinum,Wayne Enterprises,10
CLI-33544,Platinum,Wayne Enterprises,5
CLI-33551,Silver,Tyrell Corp,9
CLI-33660,Silver,Tyrell Corp,9
CLI-33706,Gold,Soylent Corp,13
CLI-28223,Platinum,Massive Dynamic,16
CLI-28248,Silver,Initech,2
CLI-28302,Platinum,Wonka Inc.,14
CLI-28325,Platinum,Initech,5
CLI-28417,Gold,Stark Industries,9
CLI-28431,Silver,Globex,2
CLI-28448,Silver,Cyberdyne,10
CLI-28449,Silver,Tyrell Corp,3
CLI-28485,Platinum,Soylent Corp,8
CLI-28502,Gold,Wonka Inc.,10
CLI-28537,Platinum,Soylent Corp,4
CLI-28553,Platinum,Soylent Corp,13
CLI-28591,Gold,Wayne Enterprises,2
CLI-28594,Gold,Wonka Inc.,18
CLI-28607,Platinum,AcmeCorp,9
CLI-28615,Silver,Soylent Corp,2
CLI-28627,Platinum,Wonka Inc.,16
CLI-28683,Silver,Soylent Corp,16
CLI-28700,Gold,Stark Industries,10
CLI-28750,Gold,Umbrella,5
CLI-28772,Gold,Massive Dynamic,16
CLI-28811,Platinum,Massive Dynamic,9
CLI-29099,Silver,Cyberdyne,7
CLI-29149,Gold,Globex,18
CLI-29377,Silver,Stark Industries,10
CLI-29379,Gold,Tyrell Corp,5
CLI-29397,Gold,Initech,13
CLI-29410,Platinum,Wonka Inc.,5
CLI-29422,Silver,Cyberdyne,16
CLI-29425,Platinum,Wonka Inc.,14
CLI-29427,Gold,Globex,20
CLI-29432,Gold,Stark Industries,13
CLI-29437,Silver,Wonka Inc.,13
CLI-29461,Gold,Initech,4
CLI-29463,Silver,Massive Dynamic,8
CLI-29466,Platinum,Massive Dynamic,15
CLI-31306,Silver,Wonka Inc.,17
CLI-32176,Gold,Wayne Enterprises,17
CLI-29135,Platinum,Cyberdyne,13
CLI-29879,Platinum,Initech,4
CLI-30842,Platinum,Wayne Enterprises,1
CLI-30856,Platinum,Wonka Inc.,14
CLI-30922,Gold,Umbrella,11
CLI-30956,Silver,Soylent Corp,7
CLI-31247,Platinum,Tyrell Corp,11
CLI-31608,Platinum,Wonka Inc.,3
CLI-31637,Gold,Globex,18
CLI-31739,Gold,Stark Industries,4
CLI-31806,Silver,Umbrella,10
CLI-31860,Silver,Soylent Corp,12
CLI-31967,Gold,Umbrella,20
CLI-31997,Platinum,Wonka Inc.,2
CLI-32140,Gold,Massive Dynamic,16
CLI-32186,Gold,Umbrella,5
CLI-32312,Gold,Umbrella,6
CLI-32344,Silver,Globex,6
CLI-32388,Platinum,Stark Industries,20
CLI-32529,Silver,Initech,2
CLI-32546,Platinum,AcmeCorp,18
CLI-32631,Gold,Wonka Inc.,6
CLI-32671,Silver,Wayne Enterprises,2
CLI-32676,Gold,Soylent Corp,14
CLI-32750,Gold,Massive Dynamic,4
CLI-32864,Silver,Initech,16
CLI-32868,Gold,Massive Dynamic,7
CLI-32888,Platinum,AcmeCorp,19
CLI-33022,Silver,Cyberdyne,17
CLI-33077,Platinum,Tyrell Corp,8
CLI-33320,Silver,Umbrella,19
CLI-33338,Gold,Umbrella,13
CLI-33436,Gold,Soylent Corp,6
CLI-33530,Silver,Umbrella,9
CLI-33683,Gold,Tyrell Corp,17
CLI-33708,Platinum,Soylent Corp,2
CLI-33751,Silver,Stark Industries,5
CLI-33754,Gold,Massive Dynamic,7
CLI-33784,Platinum,Tyrell Corp,9
CLI-33799,Platinum,Initech,7
CLI-33803,Platinum,Initech,8
CLI-33805,Silver,Wonka Inc.,18
CLI-28802,Platinum,Cyberdyne,2
CLI-28805,Platinum,Soylent Corp,7
CLI-28815,Silver,Tyrell Corp,17
CLI-28817,Platinum,Stark Industries,16
CLI-28856,Platinum,Soylent Corp,16
CLI-28874,Platinum,Wayne Enterprises,4
CLI-28964,Platinum,Umbrella,14
CLI-28966,Silver,Soylent Corp,12
CLI-28980,Silver,Massive Dynamic,20
CLI-28994,Gold,Initech,9
CLI-29025,Gold,AcmeCorp,5
CLI-29032,Gold,AcmeCorp,1
CLI-29080,Gold,Tyrell Corp,17
CLI-29150,Silver,Globex,1
CLI-29183,Platinum,Globex,9
CLI-29213,Platinum,Soylent Corp,16
CLI-29215,Platinum,Initech,13
CLI-29311,Silver,Umbrella,5
CLI-29489,Silver,Globex,7
CLI-29517,Platinum,Wayne Enterprises,9
CLI-29543,Gold,Initech,8
CLI-29565,Gold,Globex,4
CLI-30010,Gold,Stark Industries,14
CLI-30978,Silver,Initech,4
CLI-31427,Silver,Stark Industries,4
CLI-31818,Silver,Globex,8
CLI-31990,Silver,Umbrella,2
CLI-32292,Platinum,Stark Industries,1
CLI-32332,Silver,AcmeCorp,16
CLI-32446,Platinum,Wayne Enterprises,20
CLI-32558,Silver,Umbrella,18
CLI-32584,Platinum,Tyrell Corp,4
CLI-32859,Gold,Cyberdyne,9
CLI-32973,Platinum,Stark Industries,20
CLI-33004,Silver,Soylent Corp,14
CLI-33481,Platinum,Umbrella,17
CLI-33763,Silver,Initech,7
CLI-33785,Silver,Initech,17
CLI-33796,Gold,Globex,5
CLI-33797,Silver,Wayne Enterprises,1
CLI-28425,Silver,Tyrell Corp,15
CLI-28460,Gold,Globex,9
CLI-28701,Platinum,Stark Industries,9
CLI-28743,Platinum,Tyrell Corp,19
CLI-28788,Gold,Soylent Corp,1
CLI-28806,Platinum,Soylent Corp,16
CLI-28937,Platinum,Soylent Corp,7
CLI-29051,Gold,Wonka Inc.,4
CLI-29066,Gold,Wayne Enterprises,3
CLI-29094,Gold,Stark Industries,5
CLI-29096,Platinum,Umbrella,16
CLI-29106,Silver,Cyberdyne,11
CLI-29110,Silver,Cyberdyne,2
CLI-29118,Gold,Massive Dynamic,2
CLI-29143,Gold,Wayne Enterprises,20
CLI-29180,Platinum,Stark Industries,14
CLI-29297,Silver,Globex,7
CLI-29566,Gold,Umbrella,13
CLI-29619,Silver,Initech,17
CLI-30505,Platinum,Cyberdyne,17
CLI-30549,Gold,Soylent Corp,14
CLI-30830,Gold,Wonka Inc.,7
CLI-31046,Silver,Cyberdyne,12
CLI-31246,Gold,AcmeCorp,4
CLI-31279,Silver,Initech,13
CLI-31585,Platinum,Wonka Inc.,10
CLI-31650,Gold,Soylent Corp,13
CLI-32003,Silver,Wayne Enterprises,5
CLI-32560,Gold,Stark Industries,15
CLI-32613,Silver,Tyrell Corp,2
