ApplicantID,EmployedWith,ProofOfIdentityProvided,NumberOfDependents
APP-33135,No,No,3
APP-33321,Yes,No,5
APP-33470,Yes,No,5
APP-33497,No,No,1
APP-33535,Yes,No,4
APP-33581,No,No,1
APP-33601,Yes,Yes,0
APP-33685,Yes,Yes,3
APP-28461,No,No,4
APP-28544,No,Yes,5
APP-28556,No,Yes,3
APP-28568,No,Yes,2
APP-28575,No,Yes,1
APP-28603,No,No,5
APP-28663,No,Yes,5
APP-28692,Yes,Yes,5
APP-28726,Yes,No,4
APP-28727,Yes,No,1
APP-28729,No,No,1
APP-28749,No,Yes,2
APP-28798,Yes,Yes,1
APP-28823,No,Yes,0
APP-28832,No,Yes,1
APP-28878,Yes,Yes,2
APP-28887,No,No,2
APP-28909,No,No,5
APP-28924,Yes,No,4
APP-28930,No,No,0
APP-28953,Yes,No,1
APP-28971,No,No,5
APP-29008,No,No,2
APP-29112,No,No,2
APP-29198,Yes,Yes,1
APP-29237,No,Yes,1
APP-29434,No,No,4
APP-29455,Yes,Yes,4
APP-29467,No,No,0
APP-29468,Yes,No,4
APP-29474,No,No,4
APP-29488,Yes,Yes,3
APP-29492,Yes,Yes,1
APP-29499,Yes,Yes,4
APP-29590,No,No,3
APP-31816,Yes,Yes,3
APP-28288,No,No,5
APP-28293,Yes,No,4
APP-28331,Yes,No,2
APP-28473,No,No,4
APP-28488,No,No,4
APP-28519,Yes,Yes,1
APP-28532,No,No,2
APP-28606,No,Yes,5
APP-28611,No,Yes,0
APP-28702,Yes,Yes,4
APP-28737,Yes,No,4
APP-28785,No,Yes,1
APP-28801,Yes,No,0
APP-28849,No,No,3
APP-28902,No,No,2
APP-28933,No,Yes,0
APP-29010,No,No,5
APP-29119,No,No,4
APP-29139,Yes,Yes,3
APP-29187,No,No,1
APP-29218,Yes,Yes,4
APP-29243,Yes,No,1
APP-29251,No,No,2
APP-29258,No,Yes,1
APP-29309,No,Yes,0
APP-29324,No,No,0
APP-29440,Yes,Yes,2
APP-29485,Yes,Yes,2
APP-29575,No,No,2
APP-30738,Yes,No,0
APP-31053,Yes,No,4
APP-31688,Yes,No,0
APP-31719,Yes,Yes,5
APP-31727,Yes,No,1
APP-32024,Yes,No,2
APP-32045,Yes,Yes,3
APP-33600,Yes,No,0
APP-28284,No,No,3
APP-28374,Yes,Yes,4
APP-28402,Yes,No,0
APP-28408,No,No,4
APP-28470,Yes,Yes,4
APP-28516,No,No,0
APP-28521,No,No,0
APP-28528,Yes,No,4
APP-28601,Yes,Yes,5
APP-28610,No,Yes,5
APP-28625,No,Yes,2
APP-28667,Yes,No,0
APP-28676,No,No,5
APP-28679,Yes,Yes,4
APP-28713,No,Yes,1
APP-28722,Yes,Yes,3
APP-28723,No,No,1
APP-28767,No,No,0
APP-28771,No,Yes,0
APP-28803,No,Yes,0
APP-28807,Yes,Yes,0
APP-28830,Yes,Yes,5
APP-28868,Yes,No,1
APP-28951,Yes,Yes,2
APP-28977,No,Yes,5
APP-29017,Yes,No,5
APP-29407,Yes,No,4
APP-29416,No,No,4
APP-29426,No,No,4
APP-29428,No,No,3
APP-29430,No,No,0
APP-29433,Yes,No,5
APP-29441,Yes,No,1
APP-29445,No,No,1
APP-29447,No,Yes,1
APP-29458,Yes,Yes,2
APP-29464,No,Yes,0
APP-29465,Yes,No,4
APP-30413,Yes,No,4
APP-30458,No,No,0
APP-30480,No,Yes,5
APP-30508,No,Yes,4
APP-30529,Yes,No,5
APP-30584,No,Yes,4
APP-30606,Yes,Yes,0
APP-30662,Yes,No,1
APP-30723,No,Yes,5
APP-30768,No,Yes,3
APP-30829,No,Yes,5
APP-30875,No,Yes,5
APP-30879,No,No,5
APP-30910,No,Yes,0
APP-30930,Yes,Yes,4
APP-30934,Yes,Yes,4
APP-30954,Yes,No,3
APP-31024,Yes,Yes,3
APP-31139,No,Yes,5
APP-31161,Yes,Yes,3
APP-31280,Yes,Yes,0
APP-31330,Yes,Yes,1
APP-31419,No,No,3
APP-31447,Yes,No,5
APP-31634,No,No,2
APP-31675,Yes,No,5
APP-31678,Yes,Yes,1
APP-32073,No,No,3
APP-32144,No,Yes,4
APP-32154,Yes,No,0
APP-32599,No,Yes,4
APP-32637,No,No,4
APP-32903,Yes,No,0
APP-33100,No,Yes,1
APP-33120,No,Yes,4
APP-33138,No,No,1
APP-33156,No,Yes,0
APP-33236,No,No,3
APP-33286,No,Yes,4
APP-33401,No,Yes,4
APP-28438,No,No,0
APP-28524,No,Yes,0
APP-28741,No,Yes,3
APP-28752,No,No,0
APP-28787,Yes,No,2
APP-30566,No,No,2
APP-30909,No,No,5
APP-30939,Yes,Yes,5
APP-31050,No,Yes,0
APP-31324,Yes,Yes,3
APP-31414,Yes,No,2
APP-31914,No,Yes,4
APP-32064,Yes,Yes,3
APP-32095,No,No,0
APP-32223,No,No,2
APP-32277,No,No,3
APP-32389,Yes,Yes,5
APP-32410,Yes,No,4
APP-32448,No,Yes,0
APP-32504,No,No,1
APP-32587,No,Yes,2
APP-32745,Yes,Yes,4
APP-32847,No,Yes,3
APP-32877,No,Yes,2
APP-32885,No,No,5
APP-32913,Yes,No,2
APP-32926,No,No,0
APP-33016,No,Yes,4
APP-33106,No,No,2
APP-33427,Yes,Yes,2
APP-33433,No,Yes,4
APP-33472,No,Yes,3
APP-33493,Yes,Yes,0
APP-33509,No,Yes,2
APP-33533,No,Yes,5
APP-33544,Yes,No,4
APP-33551,Yes,No,1
APP-33660,No,Yes,5
APP-33706,Yes,Yes,5
APP-28223,No,Yes,3
APP-28248,Yes,Yes,0
APP-28302,No,Yes,1
APP-28325,Yes,Yes,3
APP-28417,No,No,2
APP-28431,No,No,0
APP-28448,No,Yes,3
APP-28449,No,No,3
APP-28485,Yes,No,5
APP-28502,No,Yes,3
APP-28537,Yes,Yes,3
APP-28553,Yes,No,1
APP-28591,Yes,No,0
APP-28594,Yes,Yes,2
APP-28607,No,No,0
APP-28615,No,Yes,5
APP-28627,Yes,No,1
APP-28683,Yes,Yes,0
APP-28700,No,Yes,1
APP-28750,Yes,No,1
APP-28772,Yes,No,1
APP-28811,Yes,Yes,1
APP-29099,No,Yes,3
APP-29149,No,Yes,0
APP-29377,Yes,Yes,4
APP-29379,Yes,Yes,1
APP-29397,No,No,1
APP-29410,No,Yes,0
APP-29422,Yes,No,3
APP-29425,No,No,2
APP-29427,Yes,Yes,1
APP-29432,Yes,No,3
APP-29437,No,No,5
APP-29461,Yes,Yes,3
APP-29463,No,No,4
APP-29466,Yes,No,1
APP-31306,Yes,No,3
APP-32176,No,Yes,4
APP-29135,Yes,No,3
APP-29879,No,Yes,5
APP-30842,Yes,No,5
APP-30856,Yes,No,4
APP-30922,Yes,No,5
APP-30956,No,Yes,4
APP-31247,Yes,Yes,5
APP-31608,No,Yes,4
APP-31637,Yes,No,3
APP-31739,No,Yes,2
APP-31806,Yes,Yes,0
APP-31860,No,Yes,4
APP-31967,No,No,5
APP-31997,No,Yes,1
APP-32140,No,No,0
APP-32186,No,No,2
APP-32312,No,No,0
APP-32344,Yes,Yes,0
APP-32388,Yes,Yes,2
APP-32529,No,Yes,1
APP-32546,No,Yes,4
APP-32631,No,No,3
APP-32671,Yes,Yes,1
APP-32676,Yes,Yes,5
APP-32750,Yes,No,1
APP-32864,No,Yes,4
APP-32868,Yes,Yes,1
APP-32888,Yes,Yes,5
APP-33022,Yes,No,1
APP-33077,Yes,No,5
APP-33320,No,No,0
APP-33338,Yes,Yes,0
APP-33436,No,Yes,2
APP-33530,Yes,No,5
APP-33683,Yes,No,2
APP-33708,Yes,No,2
APP-33751,Yes,No,3
APP-33754,Yes,Yes,4
APP-33784,Yes,No,3
APP-33799,No,No,3
APP-33803,Yes,No,2
APP-33805,No,No,4
APP-28802,No,Yes,3
APP-28805,No,No,0
APP-28815,Yes,No,3
APP-28817,Yes,Yes,0
APP-28856,Yes,Yes,3
APP-28874,Yes,No,5
APP-28964,No,Yes,5
APP-28966,Yes,No,4
APP-28980,Yes,Yes,5
APP-28994,No,No,0
APP-29025,No,Yes,5
APP-29032,No,Yes,0
APP-29080,Yes,No,2
APP-29150,Yes,No,0
APP-29183,No,Yes,5
APP-29213,Yes,Yes,3
APP-29215,Yes,No,3
APP-29311,Yes,No,2
APP-29489,Yes,No,1
APP-29517,Yes,No,0
APP-29543,Yes,Yes,0
APP-29565,No,No,0
APP-30010,No,No,3
APP-30978,No,No,4
APP-31427,Yes,No,4
APP-31818,Yes,No,4
APP-31990,Yes,No,2
APP-32292,No,No,2
APP-32332,No,No,3
APP-32446,Yes,No,4
APP-32558,No,No,1
APP-32584,Yes,No,5
APP-32859,No,Yes,0
APP-32973,No,Yes,4
APP-33004,No,No,1
APP-33481,No,No,0
APP-33763,No,Yes,0
APP-33785,Yes,Yes,2
APP-33796,No,Yes,1
APP-33797,Yes,Yes,4
APP-28425,No,Yes,4
APP-28460,No,No,3
APP-28701,No,No,1
APP-28743,Yes,No,0
APP-28788,No,Yes,5
APP-28806,No,No,2
APP-28937,No,No,3
APP-29051,Yes,Yes,2
APP-29066,Yes,Yes,0
APP-29094,Yes,No,0
APP-29096,Yes,No,5
APP-29106,No,No,2
APP-29110,Yes,Yes,3
APP-29118,No,No,0
APP-29143,Yes,Yes,4
APP-29180,Yes,No,4
APP-29297,No,No,4
APP-29566,No,Yes,5
APP-29619,Yes,Yes,3
APP-30505,No,Yes,3
APP-30549,No,Yes,1
APP-30830,Yes,Yes,1
APP-31046,No,No,5
APP-31246,No,No,5
APP-31279,No,No,4
APP-31585,Yes,No,5
APP-31650,No,No,2
APP-32003,Yes,No,2
APP-32560,Yes,Yes,4
APP-32613,Yes,No,1
APP-32794,Yes,Yes,3
APP-33233,No,Yes,2
APP-33308,No,No,3
APP-33316,No,Yes,4
APP-33464,Yes,No,3
APP-33532,Yes,Yes,2
APP-33656,Yes,Yes,5
APP-33661,No,No,1
APP-33696,Yes,Yes,2
APP-33712,No,Yes,0
APP-33735,No,Yes,3
APP-33850,Yes,No,3
APP-28546,No,Yes,3
APP-28944,Yes,No,4
APP-29031,No,No,4
APP-29479,No,No,2
APP-29486,Yes,No,1
APP-29547,Yes,Yes,0
APP-30600,No,No,1
APP-30633,No,No,5
APP-30652,Yes,Yes,1
APP-30659,No,Yes,0
APP-30670,No,No,4
APP-30751,No,No,3
APP-30779,Yes,No,4
APP-31061,No,No,3
APP-31121,No,No,3
APP-31159,Yes,Yes,4
APP-31265,Yes,Yes,1
APP-31322,No,No,3
APP-31389,Yes,Yes,4
APP-31426,No,Yes,1
APP-31508,Yes,No,0
APP-31518,Yes,Yes,3
APP-31763,No,Yes,1
APP-31765,Yes,No,3
APP-31801,No,No,5
APP-31965,Yes,Yes,1
APP-32143,No,No,0
APP-32191,Yes,No,3
APP-32397,Yes,Yes,4
APP-32531,No,Yes,5
APP-32539,Yes,Yes,5
APP-32835,No,No,5
APP-32892,Yes,No,1
APP-32909,No,No,0
APP-32968,Yes,No,3
APP-33342,No,Yes,0
APP-33353,Yes,Yes,0
APP-33508,Yes,Yes,3
APP-33592,Yes,Yes,3
APP-33639,Yes,No,1
APP-33667,No,No,5
APP-30038,Yes,Yes,4
APP-30417,No,Yes,5
APP-30487,Yes,Yes,5
APP-30496,Yes,No,0
APP-30541,No,No,5
APP-30572,No,No,3
APP-30579,Yes,Yes,0
APP-30607,Yes,Yes,5
APP-30618,Yes,Yes,1
APP-30625,No,No,1
APP-30638,No,No,1
APP-30660,Yes,No,4
APP-30780,No,No,2
APP-30825,No,No,2
APP-30993,No,Yes,5
APP-31004,No,Yes,2
APP-31062,Yes,No,4
APP-31138,Yes,Yes,4
APP-31299,Yes,Yes,0
APP-31439,Yes,No,0
APP-31501,No,No,1
APP-31625,No,No,4
APP-31668,Yes,Yes,5
APP-31702,Yes,Yes,2
APP-31933,Yes,No,2
APP-32258,No,No,0
APP-32464,Yes,No,1
APP-32559,No,No,1
APP-32670,Yes,No,5
APP-32841,Yes,Yes,3
APP-32901,No,Yes,4
APP-33034,No,Yes,2
APP-33092,Yes,No,5
APP-33108,No,Yes,2
APP-33113,No,No,0
APP-33115,No,No,0
APP-33131,Yes,Yes,4
APP-33223,No,No,5
APP-33374,Yes,No,5
APP-33455,No,No,0
APP-33473,Yes,No,5
APP-33703,Yes,Yes,0
APP-33859,Yes,Yes,2
APP-28308,No,Yes,4
APP-28510,Yes,No,2
APP-30437,No,No,2
APP-30533,No,No,0
APP-30568,Yes,Yes,2
APP-30622,No,No,4
APP-30750,Yes,No,0
APP-30777,No,No,4
APP-30855,Yes,Yes,1
APP-30888,No,No,4
APP-30915,No,Yes,4
APP-31194,No,Yes,3
APP-31242,No,Yes,5
APP-31273,Yes,Yes,5
APP-31305,No,No,4
APP-31445,No,Yes,2
APP-31521,No,No,2
APP-31620,Yes,Yes,5
APP-31672,No,Yes,0
APP-31679,No,Yes,5
APP-31698,No,Yes,1
APP-31753,Yes,Yes,0
APP-31795,No,No,4
APP-31839,Yes,No,5
APP-31915,No,Yes,4
APP-31928,Yes,Yes,2
APP-31939,No,Yes,4
APP-31980,No,No,5
APP-31985,Yes,No,5
APP-32058,No,No,5
APP-32198,Yes,Yes,4
APP-32229,No,Yes,2
APP-32287,No,Yes,1
APP-32338,No,No,4
APP-32608,No,Yes,3
APP-32985,No,No,1
APP-33009,Yes,No,1
APP-33050,Yes,No,5
APP-33063,No,Yes,2
APP-33132,No,No,0
APP-33133,No,Yes,5
APP-33162,No,No,5
APP-33230,Yes,Yes,4
APP-33368,No,Yes,4
APP-33380,Yes,Yes,0
APP-33388,No,No,4
APP-33398,Yes,Yes,3
APP-28209,Yes,Yes,0
APP-28227,Yes,Yes,2
APP-28273,Yes,Yes,0
APP-28305,No,No,1
APP-28387,Yes,Yes,2
APP-28427,Yes,No,1
APP-28444,Yes,No,2
APP-28445,Yes,No,0
APP-28455,Yes,Yes,1
APP-28472,Yes,Yes,2
APP-28482,No,No,4
APP-28495,No,No,1
APP-28504,No,Yes,3
APP-28527,Yes,No,2
APP-28540,Yes,No,5
APP-28542,No,Yes,5
APP-28545,No,No,5
APP-28551,Yes,Yes,5
APP-28567,Yes,Yes,4
APP-28587,Yes,Yes,4
APP-28590,Yes,Yes,5
APP-28593,Yes,Yes,5
APP-28643,No,No,0
APP-28658,No,No,5
APP-28666,No,No,5
APP-28685,No,No,0
APP-28688,No,Yes,5
APP-28714,No,Yes,5
APP-28721,No,No,1
APP-28745,Yes,No,1
APP-28748,Yes,Yes,3
APP-28850,Yes,No,4
APP-28883,No,Yes,2
APP-29381,No,No,3
APP-29386,Yes,No,5
APP-29392,No,Yes,3
APP-29403,Yes,Yes,3
APP-29409,No,No,5
APP-29420,Yes,Yes,2
APP-29421,Yes,Yes,5
APP-29435,Yes,Yes,3
APP-29442,Yes,No,0
APP-29448,Yes,No,0
APP-29449,Yes,No,0
APP-29452,No,No,3
APP-29530,No,No,3
APP-27948,Yes,Yes,4
APP-28468,No,No,1
APP-28834,No,Yes,4
APP-28870,Yes,Yes,5
APP-28921,Yes,No,0
APP-28958,Yes,Yes,1
APP-29035,Yes,No,4
APP-29076,No,Yes,2
APP-29120,Yes,No,2
APP-29181,No,Yes,2
APP-29182,No,Yes,0
APP-29204,Yes,Yes,1
APP-29209,No,Yes,0
APP-29576,Yes,Yes,2
APP-29616,No,No,3
APP-29850,Yes,No,0
APP-29949,No,Yes,1
APP-30551,No,Yes,0
APP-30872,Yes,Yes,1
APP-30900,No,Yes,5
APP-30931,No,No,3
APP-31038,No,Yes,4
APP-31089,No,No,1
APP-31177,No,Yes,1
APP-31300,Yes,No,2
APP-31697,Yes,No,2
APP-31973,No,Yes,3
APP-32167,Yes,No,5
APP-32202,No,No,5
APP-32453,No,No,0
APP-32545,Yes,Yes,4
APP-32724,Yes,No,4
APP-32777,No,No,3
APP-32894,Yes,Yes,4
APP-32908,No,Yes,0
APP-32935,Yes,Yes,2
APP-33006,No,Yes,5
APP-33039,Yes,No,3
APP-33049,No,Yes,4
APP-33076,Yes,No,5
APP-33354,No,Yes,3
APP-33408,Yes,Yes,3
APP-33523,No,No,1
APP-33578,No,Yes,1
APP-33616,Yes,No,3
APP-33801,Yes,No,5
APP-28477,Yes,No,1
APP-28712,No,No,4
APP-28751,No,No,3
APP-28779,No,No,1
APP-28952,Yes,Yes,4
APP-29537,Yes,No,2
APP-30634,No,No,2
APP-30667,Yes,No,5
APP-30724,No,Yes,3
APP-30727,Yes,No,0
APP-30902,No,No,4
APP-31071,Yes,Yes,5
APP-31184,Yes,No,5
APP-31217,No,No,5
APP-31370,No,No,3
APP-31388,No,Yes,1
APP-31488,Yes,Yes,2
APP-31609,Yes,No,1
APP-31792,No,No,4
APP-31846,No,Yes,3
APP-31858,Yes,Yes,5
APP-31968,Yes,Yes,2
APP-32016,Yes,Yes,4
APP-32062,No,No,2
APP-32074,Yes,No,5
APP-32165,Yes,No,2
APP-32264,Yes,No,3
APP-32327,Yes,No,3
APP-32469,Yes,Yes,0
APP-32553,No,No,0
APP-32647,Yes,Yes,0
APP-32759,No,No,0
APP-32780,Yes,Yes,5
APP-32829,No,Yes,1
APP-32869,No,Yes,0
APP-32936,No,No,1
APP-32964,No,Yes,2
APP-32991,Yes,Yes,1
APP-33019,Yes,No,2
APP-33026,No,No,0
APP-33078,No,Yes,1
APP-33244,No,Yes,2
APP-33574,No,Yes,0
APP-33653,No,No,5
APP-33719,Yes,No,2
APP-33720,Yes,Yes,3
APP-33760,No,No,2
APP-33779,No,Yes,0
APP-33804,Yes,Yes,5
APP-30481,No,No,4
APP-30497,Yes,Yes,3
APP-30646,No,No,1
APP-30730,Yes,No,3
APP-30736,Yes,Yes,0
APP-30776,No,Yes,2
APP-30938,Yes,No,4
APP-30946,No,No,0
APP-31015,No,Yes,5
APP-31066,No,Yes,2
APP-31076,Yes,Yes,5
APP-31339,Yes,No,5
APP-31492,Yes,Yes,0
APP-31525,No,Yes,5
APP-31545,No,No,4
APP-31575,No,Yes,2
APP-31712,No,Yes,4
APP-31751,No,No,2
APP-31871,No,No,3
APP-31882,Yes,Yes,0
APP-31964,No,Yes,1
APP-31989,Yes,Yes,1
APP-32010,No,Yes,0
APP-32020,No,No,5
APP-32133,No,No,5
APP-32152,Yes,No,1
APP-32305,Yes,No,4
APP-32319,Yes,No,1
APP-32357,Yes,No,0
APP-32515,Yes,No,5
APP-32544,No,Yes,3
APP-32620,No,No,5
APP-32705,Yes,Yes,0
APP-32735,Yes,Yes,0
APP-32787,Yes,No,2
APP-32828,No,Yes,1
APP-32836,No,No,1
APP-32849,No,No,2
APP-32855,Yes,No,4
APP-32957,No,No,4
APP-33012,No,Yes,5
APP-33037,Yes,Yes,2
APP-33167,No,No,1
APP-33171,Yes,Yes,4
APP-33276,No,No,4
APP-33552,Yes,Yes,3
APP-29610,No,Yes,4
APP-30465,No,Yes,1
APP-30650,No,No,3
APP-30721,No,Yes,3
APP-30781,Yes,Yes,5
APP-30823,Yes,Yes,1
APP-30844,Yes,Yes,2
APP-30947,Yes,Yes,0
APP-31084,No,Yes,4
APP-31382,Yes,No,5
APP-31406,No,Yes,2
APP-31533,No,Yes,0
APP-31535,No,No,1
APP-31536,Yes,Yes,4
APP-31578,No,No,2
APP-31586,No,Yes,0
APP-31604,Yes,Yes,5
APP-31633,No,Yes,1
APP-31760,No,No,5
APP-31802,Yes,No,3
APP-31864,No,Yes,3
APP-31879,Yes,No,3
APP-31911,Yes,Yes,1
APP-31913,Yes,Yes,0
APP-31925,Yes,No,1
APP-32014,Yes,No,3
APP-32208,Yes,Yes,1
APP-32282,No,Yes,4
APP-32386,No,No,0
APP-32430,No,No,5
APP-32444,Yes,Yes,4
APP-32593,Yes,No,5
APP-32675,No,Yes,3
APP-32766,Yes,No,0
APP-32784,Yes,No,4
APP-32838,No,No,1
APP-32891,Yes,No,2
APP-32893,No,Yes,5
APP-33180,No,Yes,1
APP-33245,Yes,No,3
APP-33369,Yes,Yes,2
APP-33456,No,Yes,5
APP-33529,Yes,No,0
APP-33542,Yes,Yes,5
APP-33626,No,Yes,2
APP-33628,Yes,Yes,5
APP-33638,No,No,5
APP-33669,No,Yes,0
APP-33757,Yes,Yes,4
APP-33833,Yes,No,5
APP-28508,Yes,No,4
APP-28616,Yes,No,5
APP-28947,Yes,No,5
APP-29478,No,Yes,4
APP-30561,Yes,No,4
APP-30574,No,Yes,5
APP-30692,No,Yes,4
APP-30804,No,Yes,2
APP-30840,No,Yes,0
APP-31005,Yes,Yes,4
APP-31067,No,Yes,4
APP-31073,No,No,0
APP-31107,Yes,Yes,2
APP-31166,Yes,No,5
APP-31167,No,No,4
APP-31192,Yes,No,5
APP-31307,Yes,Yes,5
APP-31524,Yes,No,2
APP-31546,Yes,No,4
APP-31718,No,No,2
APP-31725,No,Yes,5
APP-31757,No,Yes,3
APP-31772,Yes,Yes,4
APP-31865,Yes,Yes,4
APP-31955,Yes,No,5
APP-32070,Yes,No,5
APP-32112,Yes,Yes,5
APP-32161,No,Yes,1
APP-32270,Yes,Yes,1
APP-32353,No,Yes,5
APP-32399,Yes,No,5
APP-32405,Yes,No,5
APP-32413,Yes,Yes,2
APP-32455,No,Yes,1
APP-32460,No,No,2
APP-32556,No,Yes,4
APP-32607,Yes,No,4
APP-32758,Yes,No,5
APP-32815,No,No,3
APP-33154,Yes,Yes,3
APP-33187,No,Yes,1
APP-33191,Yes,No,5
APP-33302,Yes,Yes,5
APP-33403,Yes,Yes,4
APP-33414,Yes,No,2
APP-33463,No,No,1
APP-33524,Yes,Yes,3
APP-33561,Yes,Yes,0
APP-33644,Yes,No,2
APP-33700,Yes,Yes,5
APP-28792,No,Yes,0
APP-28821,No,No,1
APP-29006,No,Yes,1
APP-30573,No,Yes,0
APP-30691,Yes,Yes,1
APP-30731,No,Yes,1
APP-30766,Yes,No,4
APP-30778,Yes,No,5
APP-30920,No,No,2
APP-31000,Yes,No,3
APP-31169,No,No,5
APP-31220,Yes,Yes,4
APP-31369,No,Yes,1
APP-31417,No,No,3
APP-31748,No,Yes,1
APP-31754,No,Yes,5
APP-31845,No,Yes,2
APP-31900,Yes,No,1
APP-31974,No,Yes,0
APP-32004,Yes,No,0
APP-32036,No,Yes,0
APP-32040,No,No,0
APP-32049,No,Yes,3
APP-32088,Yes,No,5
APP-32163,Yes,Yes,0
APP-32196,No,Yes,1
APP-32199,Yes,No,4
APP-32427,Yes,Yes,1
APP-32438,Yes,Yes,1
APP-32540,No,No,1
APP-32568,No,Yes,1
APP-32638,Yes,No,4
APP-32732,Yes,Yes,0
APP-32912,Yes,Yes,2
APP-32949,No,No,3
APP-32969,No,No,4
APP-32996,Yes,Yes,4
APP-33027,Yes,No,4
APP-33052,Yes,No,3
APP-33064,No,No,1
APP-33079,No,Yes,5
APP-33271,Yes,Yes,3
APP-33634,Yes,Yes,4
APP-33680,Yes,Yes,1
APP-33758,No,Yes,4
APP-33781,Yes,Yes,2
APP-33791,No,No,0
APP-33825,No,No,0
APP-27865,Yes,Yes,4
APP-28199,Yes,No,1
APP-28200,Yes,No,2
APP-28226,No,Yes,2
APP-28268,No,Yes,5
APP-28272,No,Yes,1
APP-28276,No,No,1
APP-28291,Yes,Yes,2
APP-28345,No,Yes,0
APP-28365,No,Yes,0
APP-28395,Yes,No,2
APP-28398,No,No,3
APP-28412,No,Yes,2
APP-28420,No,Yes,4
APP-28459,No,No,5
APP-28469,No,No,3
APP-28530,No,No,1
APP-28533,Yes,No,2
APP-28535,Yes,Yes,2
APP-28561,No,Yes,3
APP-28574,Yes,No,2
APP-28579,Yes,Yes,4
APP-28613,Yes,Yes,0
APP-28620,Yes,Yes,2
APP-28622,No,Yes,0
APP-28881,No,Yes,1
APP-28939,Yes,No,1
APP-29194,Yes,Yes,2
APP-29300,Yes,Yes,1
APP-29304,No,Yes,2
APP-29317,No,No,0
APP-29343,Yes,No,3
APP-29344,No,Yes,2
APP-29349,No,Yes,5
APP-29359,No,No,3
APP-29363,No,Yes,0
APP-29376,Yes,No,0
APP-29393,No,No,3
APP-29399,Yes,Yes,5
APP-29406,No,No,2
APP-30048,No,Yes,3
APP-32458,No,Yes,2
APP-28612,No,Yes,5
APP-28746,Yes,No,2
APP-28867,No,Yes,3
APP-28877,No,Yes,0
APP-28892,No,Yes,4
APP-28911,Yes,No,1
APP-28915,Yes,Yes,4
APP-28962,Yes,Yes,0
APP-28973,No,No,1
APP-28984,No,No,5
APP-28985,Yes,No,5
APP-28999,No,Yes,3
APP-29004,No,No,4
APP-29013,No,Yes,2
APP-29018,No,Yes,0
APP-29027,No,No,0
APP-29071,No,No,5
APP-29073,Yes,No,0
APP-29098,No,No,5
APP-29100,No,No,4
APP-29105,No,Yes,2
APP-29121,No,No,4
APP-29133,No,Yes,2
APP-29141,Yes,No,1
APP-29156,Yes,Yes,3
APP-29186,Yes,Yes,5
APP-29190,Yes,No,0
APP-29199,No,Yes,2
APP-29223,No,No,4
APP-29224,Yes,No,5
APP-29261,Yes,Yes,5
APP-29262,No,No,5
APP-29271,Yes,No,4
APP-29283,No,No,0
APP-29308,No,No,0
APP-29314,No,Yes,0
APP-29331,Yes,Yes,1
APP-29383,Yes,Yes,3
APP-29533,No,Yes,5
APP-29554,No,No,2
APP-29577,Yes,Yes,0
APP-29583,No,No,2
APP-29587,Yes,No,4
APP-29595,No,Yes,3
APP-29606,Yes,Yes,3
APP-30904,No,No,2
APP-31085,Yes,No,4
APP-31530,Yes,No,4
APP-32432,Yes,Yes,1
APP-32695,Yes,Yes,5
APP-33011,No,No,0
APP-33032,No,Yes,4
APP-33404,Yes,No,0
APP-33780,Yes,Yes,0
APP-28239,No,No,2
APP-28363,No,Yes,5
APP-28388,No,No,0
APP-28483,Yes,No,2
APP-28691,Yes,No,3
APP-28778,No,Yes,4
APP-28888,Yes,Yes,2
APP-29028,No,Yes,1
APP-29036,Yes,No,2
APP-29047,No,No,0
APP-29124,Yes,No,1
APP-29226,No,Yes,5
APP-29398,Yes,Yes,0
APP-29423,No,Yes,1
APP-29563,Yes,Yes,2
APP-29628,No,No,0
APP-30420,No,Yes,2
APP-30892,No,No,4
APP-31034,No,No,5
APP-31141,No,No,1
APP-31143,No,No,3
APP-31145,Yes,Yes,5
APP-31350,No,No,3
APP-31416,Yes,Yes,2
APP-31588,Yes,Yes,1
APP-31592,Yes,No,1
APP-31656,Yes,No,2
APP-31695,No,Yes,3
APP-31708,No,Yes,5
APP-31935,No,No,4
APP-32087,No,Yes,5
APP-32240,Yes,No,3
APP-32266,Yes,Yes,0
APP-32295,Yes,Yes,3
APP-32310,Yes,No,0
APP-32347,Yes,No,0
APP-32442,Yes,No,4
APP-32513,No,No,4
APP-32575,No,Yes,5
APP-32614,No,No,3
APP-32633,No,Yes,5
APP-32818,No,No,2
APP-32981,Yes,Yes,3
APP-33123,No,Yes,4
APP-33165,No,Yes,5
APP-33488,Yes,No,0
APP-27864,Yes,Yes,0
APP-27869,No,No,2
APP-27877,Yes,Yes,3
APP-28166,No,Yes,2
APP-28167,No,Yes,2
APP-28170,Yes,Yes,3
APP-28171,Yes,No,1
APP-28188,Yes,No,3
APP-28192,Yes,No,2
APP-28193,Yes,Yes,5
APP-28194,No,No,1
APP-28202,Yes,Yes,5
APP-28204,No,No,2
APP-28208,Yes,Yes,2
APP-28231,No,No,2
APP-28250,Yes,No,5
APP-28253,Yes,Yes,0
APP-28254,No,Yes,3
APP-28258,No,No,4
APP-28259,Yes,Yes,0
APP-28264,No,No,3
APP-28265,Yes,No,0
APP-28269,Yes,No,3
APP-28278,Yes,No,1
APP-28283,Yes,Yes,5
APP-28295,No,Yes,4
APP-28299,Yes,Yes,1
APP-28304,Yes,No,1
APP-28311,No,No,3
APP-28332,No,No,2
APP-28333,Yes,No,5
